ID,Asset_Type,Object_Group,Tag_Attribute,Equipment_Instrument_Type,Asset_Name,Asset_Description,Tag_Data_Type,IO_Type,DNP3_Point_Number,DNP3_Group_and_Variation,DNP3_Point_Data_Class,MODBUS_Register,Raw_Minimum,Raw_Maximum,Engineering_Minimum,Engineering_Maximum,Analogue_Event_Deviation_Type,Analogue_Deviation,Analogue_Deviation_Unsolicited,Digital_Event_Unsolicited,Default_Value,Site_Specific,MIN_SETPOINT,MAX_SETPOINT,Default_Value_Category,Value_Source,EU,Usage,System_Data_Reference,Hold_Up,Suppression,Component,DNP3_Control_Object,Severity,TREND,OPTIONS,Matched_Tag,RTU_DNP3_EVENT_CLASS,EquipmentType,Testing_Value,Key
3499,SP,LIT0001,_asPVSclPct,LT_01,Primary Wet Well Level,Percent,REAL,AI,90,g30v5 32b Floating Point AI Flags,Class 2 <3>,424007,0,100,0,100,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,%,,,,,Status,,,Y,T,,AD1,STANDARD,0.0,SP_LIT0001_asPVSclPct
3500,SP,LIT0001,_asPVSclmAHD,LT_01a,Primary Wet Well Level,mAHD,REAL,AI,86,g30v5 32b Floating Point AI Flags,Class 2 <3>,424005,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,mAHD,,,,,Status,,,Y,T,,AD1,STANDARD,0.0,SP_LIT0001_asPVSclmAHD
3501,SP,LIT0001,_asROC10,LT_01b,Primary Wet Well Level,Rate of Change 10 Min AVG,REAL,AI,98,g30v5 32b Floating Point AI Flags,Class 2 <3>,,-100,100,-100,100,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,m,,,,,Status,,,Y,T,,AD1,STANDARD,0.0,SP_LIT0001_asROC10
3502,SP,LIT0001,_asROC30,LT_01b,Primary Wet Well Level,Rate of Change 30 Min AVG,REAL,AI,99,g30v5 32b Floating Point AI Flags,Class 2 <3>,,-100,100,-100,100,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,m,,,,,Status,,,Y,T,,AD1,STANDARD,0.0,SP_LIT0001_asROC30
3503,SP,LIT0001,_asRemVol,LT_01b,Primary Wet Well Level,Remaining Storage Capacity,REAL,AI,95,g30v5 32b Floating Point AI Flags,Class 2 <3>,424009,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,m3,,,,,Status,,,Y,T,,AD1,STANDARD,0.0,SP_LIT0001_asRemVol
3504,SP,LIT0001,_asRollAvg,LT_01AVG,Primary Wet Well Level,Rolling Average,REAL,AI,102,g30v5 32b Floating Point AI Flags,Class 2 <3>,424011,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,mAHD,,,,,Status,,,Y,T,,AD1,STANDARD,0.0,SP_LIT0001_asRollAvg
3505,SP,LIT0001,_asVol,LT_01b,Primary Wet Well Level,Volume,REAL,AI,134,g30v5 32b Floating Point AI Flags,Class 2 <3>,424013,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,m3,,,,,Statistics,,,Y,T,,AD1,STANDARD,0.0,SP_LIT0001_asVol
3506,SP,LIT0001,_dcCalFltRst,WWC_01,Primary Wet Well Level,Calibration Fault Reset,BOOL,DO,8,g10v2 Binary Output with Flags,Class 0 (static) <0>,000001,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,Fault reset,,,,Alarms,,A5,Y,T,,A5 (D),STANDARD,FALSE,SP_LIT0001_dcCalFltRst
3507,SP,LIT0001,_dsAlmH,LT_01,Primary Wet Well Level,High Alarm,BOOL,DI,20,g1v2 Binary Input with Flags,Class 1 <1>,124001,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A1,Y,T,Alarm Rationalisation.BRISBANE.Wet_well.High,A1,STANDARD,FALSE,SP_LIT0001_dsAlmH
3508,SP,LIT0001,_dsAlmHH,LT_01a,Primary Wet Well Level,Overflow Imminent Alarm,BOOL,DI,24,g1v2 Binary Input with Flags,Class 1 <1>,124002,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A1,Y,T,Alarm Rationalisation.BRISBANE.Wet_well.Surcharge_imminent,A1,STANDARD,FALSE,SP_LIT0001_dsAlmHH
3509,SP,LIT0001,_dsAlmL,LT_01,Primary Wet Well Level,Low Alarm,BOOL,DI,28,g1v2 Binary Input with Flags,Class 3 <5>,124003,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,T,Alarm Rationalisation.BRISBANE.Wet_well.Low,A3,STANDARD,FALSE,SP_LIT0001_dsAlmL
3510,SP,LIT0001,_dsAlmOF,LT_01a,Primary Wet Well Level,Overflow,BOOL,DI,32,g1v2 Binary Input with Flags,Class 1 <1>,124005,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A1,Y,T,Alarm Rationalisation.BRISBANE.Wet_well.Surcharge_occurring,A1,STANDARD,FALSE,SP_LIT0001_dsAlmOF
3511,SP,LIT0001,_dsBPV,LT_01,Primary Wet Well Level,Invalid Alarm,BOOL,DI,60,g1v2 Binary Input with Flags,Class 3 <5>,124006,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,T,Alarm Rationalisation.BRISBANE.Wet_well.Level_invalid,A3,STANDARD,FALSE,SP_LIT0001_dsBPV
3512,SP,LIT0001,_dsCalFlt,WWC_01,Primary Wet Well Level,Calibration Fault,BOOL,DI,66,g1v2 Binary Input with Flags,Class 3 <5>,124007,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,T,Alarm Rationalisation.COMMON.Wet_well.Calibration_fault,A3,STANDARD,FALSE,SP_LIT0001_dsCalFlt
3513,SP,LIT0001,_dsCalTest,WWC_01,Primary Wet Well Level,Calibration Test Running,BOOL,DI,67,g1v2 Binary Input with Flags,Class 3 <5>,124008,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,T,,A5,STANDARD,FALSE,SP_LIT0001_dsCalTest
3514,SP,LIT0001,_dsROC10,LT_01b,Primary Wet Well Level,Rate of Change 10 Min AVG,BOOL,DI,230,g1v2 Binary Input with Flags,Class 3 <5>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,T,Made up,A5,STANDARD,FALSE,SP_LIT0001_dsROC10
3515,SP,LIT0001,_dsROC30,LT_01b,Primary Wet Well Level,Rate of Change 30 Min AVG,BOOL,DI,231,g1v2 Binary Input with Flags,Class 3 <5>,,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,T,Made up,A5,STANDARD,FALSE,SP_LIT0001_dsROC30
3537,SP,LIT0001,_krEngH,LT_01,Primary Wet Well Level,Max,REAL,AI,151,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,424101,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,TBC,TBC,,,m,Scaling,,,,Setpoints,,,Y,T,,L3,STANDARD,100.0,SP_LIT0001_krEngH
3538,SP,LIT0001,_krEngL,LT_01,Primary Wet Well Level,Min,REAL,AI,160,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,424103,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,TBC,TBC,,,m,Scaling,,,,Setpoints,,,Y,T,,L3,STANDARD,0.0,SP_LIT0001_krEngL
3540,SP,LIT0001,_krEngMAHD,LT_01a,Primary Wet Well Level,Elevation,REAL,AI,166,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,424105,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,TBC,TBC,,,mAHD,Scaling,,,,Status,,,Y,T,,L3,STANDARD,10.0,SP_LIT0001_krEngMAHD
3571,SP,LIT0001,_krSpHiLvl,WWC_01,Primary Wet Well Level,High Level Calibration Height,REAL,AI,185,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,TBC,TBC,,,mAHD,Setpoint initialisation,,,,Setpoints,,,Y,T,,L3,STANDARD,80.0,SP_LIT0001_krSpHiLvl
3597,SP,LIT0002,_asPVScl,LT_01,Secondary Wet Well Level,m,REAL,AI,77,g30v5 32b Floating Point AI Flags,Class 2 <3>,424203,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,m,,,,,ROOT,,,Y,S,,AD1,STANDARD,0.0,SP_LIT0002_asPVScl
3598,SP,LIT0002,_asPVSclPct,LT_01,Secondary Wet Well Level,Percent,REAL,AI,91,g30v5 32b Floating Point AI Flags,Class 2 <3>,424207,0,100,0,100,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,%,,,,,Status,,,Y,S,,AD1,STANDARD,0.0,SP_LIT0002_asPVSclPct
3599,SP,LIT0002,_asPVSclmAHD,LT_01a,Secondary Wet Well Level,mAHD,REAL,AI,87,g30v5 32b Floating Point AI Flags,Class 2 <3>,424205,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,mAHD,,,,,Status,,,Y,S,,AD1,STANDARD,0.0,SP_LIT0002_asPVSclmAHD
3600,SP,LIT0002,_dsBPV,LT_01,Secondary Wet Well Level,Invalid Alarm,BOOL,DI,61,g1v2 Binary Input with Flags,Class 3 <5>,124206,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,S,Alarm Rationalisation.BRISBANE.Wet_well.Level_invalid,A3,STANDARD,FALSE,SP_LIT0002_dsBPV
3601,SP,LIT0002,_krEngH,LT_01,Secondary Wet Well Level,Max,REAL,AI,152,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,424301,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,N/A,N/A,,,m,Scaling,,,,Setpoints,,,Y,S,,L3,STANDARD,100.0,SP_LIT0002_krEngH
3602,SP,LIT0002,_krEngL,LT_01,Secondary Wet Well Level,Min,REAL,AI,161,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,424303,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,N/A,N/A,,,m,Scaling,,,,Setpoints,,,Y,S,,L3,STANDARD,0.0,SP_LIT0002_krEngL
3603,SP,LIT0002,_krEngMAHD,LT_01a,Secondary Wet Well Level,Elevation,REAL,AI,167,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,424305,0,1000,0,1000,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,N/A,N/A,,,mAHD,Scaling,,,,Status,,,Y,S,,L3,STANDARD,10.0,SP_LIT0002_krEngMAHD
3604,SP,LIT0003,_acSpH,LT_02,Emergency Storage Level Not Linked,High Setpoint,REAL,AO,46,g40v3 32b Floating Point AO Flags,Class 3 <5>,424451,0,1000,0,1000,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,mAHD,Alarm generation,,,,Setpoints,,,Y,G1,,AD2,STANDARD,80.0,SP_LIT0003_acSpH
3605,SP,LIT0003,_acSpL,LT_02,Emergency Storage Level Not Linked,Low Setpoint,REAL,AO,57,g40v3 32b Floating Point AO Flags,Class 3 <5>,424453,0,1000,0,1000,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,mAHD,Alarm generation,,,,Setpoints,,,Y,G1,,AD2,STANDARD,20.0,SP_LIT0003_acSpL
3607,SP,LIT0003,_asPVScl,LT_02,Emergency Storage Level Not Linked,m,REAL,AI,78,g30v5 32b Floating Point AI Flags,Class 3 <5>,424401,0,1000,0,1000,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,m,,,,,ROOT,,,Y,G1,,AD2,STANDARD,0.0,SP_LIT0003_asPVScl
3608,SP,LIT0003,_asPVSclPct,LT_02,Emergency Storage Level Not Linked,Percent,REAL,AI,92,g30v5 32b Floating Point AI Flags,Class 3 <5>,424403,0,100,0,100,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,%,,,,,Status,,,Y,G1,,AD2,STANDARD,0.0,SP_LIT0003_asPVSclPct
3609,SP,LIT0003,_asPVSclmAHD,LT_01a,Emergency Storage Level Not Linked,mAHD,REAL,AI,88,g30v5 32b Floating Point AI Flags,Class 3 <5>,422409,0,1000,0,1000,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,mAHD,,,,,Status,,,Y,G1,,AD2,STANDARD,0.0,SP_LIT0003_asPVSclmAHD
3610,SP,LIT0003,_asRemVol,LT_02SP,Emergency Storage Level Not Linked,Remaining Storage Capacity,REAL,AI,96,g30v5 32b Floating Point AI Flags,Class 3 <5>,422405,0,1000,0,1000,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,m3,,,,,Status,,,Y,G1,,AD2,STANDARD,0.0,SP_LIT0003_asRemVol
3611,SP,LIT0003,_asVol,LT_02SP,Emergency Storage Level Not Linked,Volume,REAL,AI,135,g30v5 32b Floating Point AI Flags,Class 3 <5>,422407,0,1000,0,1000,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,m3,,,,,Statistics,,,Y,G1,,AD2,STANDARD,0.0,SP_LIT0003_asVol
3612,SP,LIT0003,_dsAlmH,LT_02,Emergency Storage Level Not Linked,High Alarm,BOOL,DI,21,g1v2 Binary Input with Flags,Class 1 <1>,124401,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A1,Y,G1,Alarm Rationalisation.BRISBANE.Emergency_storage.High,A1,STANDARD,FALSE,SP_LIT0003_dsAlmH
3613,SP,LIT0003,_dsAlmL,LT_02,Emergency Storage Level Not Linked,Low Alarm,BOOL,DI,29,g1v2 Binary Input with Flags,Class 3 <5>,124402,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,G1,Alarm Rationalisation.BRISBANE.Emergency_storage.Low,A5,STANDARD,FALSE,SP_LIT0003_dsAlmL
3614,SP,LIT0003,_dsBPV,LT_02,Emergency Storage Level Not Linked,Invalid Alarm,BOOL,DI,62,g1v2 Binary Input with Flags,Class 3 <5>,124403,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,G1,Alarm Rationalisation.BRISBANE.Emergency_storage.Invalid,A3,STANDARD,FALSE,SP_LIT0003_dsBPV
3635,SP,LIT0003,_krEngH,LT_02,Emergency Storage Level Not Linked,Max,REAL,AI,153,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,424501,0,1000,0,1000,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,mAHD,Scaling,,,,Setpoints,,,Y,G1,,L3,STANDARD,100.0,SP_LIT0003_krEngH
3636,SP,LIT0003,_krEngL,LT_02,Emergency Storage Level Not Linked,Min,REAL,AI,162,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,424503,0,1000,0,1000,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,mAHD,Scaling,,,,Setpoints,,,Y,G1,,L3,STANDARD,0.0,SP_LIT0003_krEngL
3637,SP,LIT0003,_krEngMAHD,LT_01a,Emergency Storage Level Not Linked,Elevation,REAL,AI,168,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,,0,1000,0,1000,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,mAHD,Scaling,,,,Status,,,Y,G1,,L3,STANDARD,10.0,SP_LIT0003_krEngMAHD
3684,SP,LIT0004,_asPVSclPct,LT_02,Fuel Tank Level,Percent,REAL,AI,93,g30v5 32b Floating Point AI Flags,Class 3 <5>,424603,0,100,0,100,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,%,,,,,Status,,,Y,F3,,AD2,STANDARD,0.0,SP_LIT0004_asPVSclPct
3685,SP,LIT0004,_dsBPV,LT_02,Fuel Tank Level,Invalid Alarm,BOOL,DI,63,g1v2 Binary Input with Flags,Class 3 <5>,124603,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,F3,Made up,A5,STANDARD,FALSE,SP_LIT0004_dsBPV
3686,SP,LIT0004,_krEngH,LT_02,Fuel Tank Level,Max,REAL,AI,154,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,424701,0,100,0,100,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,N/A,N/A,,,%,Scaling,,,,Setpoints,,,Y,F3,,L3,STANDARD,100.0,SP_LIT0004_krEngH
3687,SP,LIT0004,_krEngL,LT_02,Fuel Tank Level,Min,REAL,AI,163,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,424703,0,100,0,100,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,N/A,N/A,,,%,Scaling,,,,Setpoints,,,Y,F3,,L3,STANDARD,0.0,SP_LIT0004_krEngL
3688,SP,LIT0005,_acSpH,LT_02,Emergency Storage Level Linked,High Setpoint,REAL,AO,47,g40v3 32b Floating Point AO Flags,Class 3 <5>,424851,0,100,0,100,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,%,Alarm generation,,,,Setpoints,,,Y,G2,,AD2,STANDARD,80.0,SP_LIT0005_acSpH
3689,SP,LIT0005,_acSpL,LT_02,Emergency Storage Level Linked,Low Setpoint,REAL,AO,58,g40v3 32b Floating Point AO Flags,Class 3 <5>,424853,0,100,0,100,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,%,Alarm generation,,,,Setpoints,,,Y,G2,,AD2,STANDARD,20.0,SP_LIT0005_acSpL
3691,SP,LIT0005,_asPVScl,LT_02,Emergency Storage Level Linked,m,REAL,AI,79,g30v5 32b Floating Point AI Flags,Class 3 <5>,424801,0,1000,0,1000,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,m,,,,,ROOT,,,Y,G2,,AD2,STANDARD,0.0,SP_LIT0005_asPVScl
3692,SP,LIT0005,_asPVSclPct,LT_02,Emergency Storage Level Linked,Percent,REAL,AI,94,g30v5 32b Floating Point AI Flags,Class 3 <5>,424803,0,100,0,100,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,%,,,,,Status,,,Y,G2,,AD2,STANDARD,0.0,SP_LIT0005_asPVSclPct
3693,SP,LIT0005,_asRemVol,LT_02SP,Emergency Storage Level Linked,Remaining Storage Capacity,REAL,AI,97,g30v5 32b Floating Point AI Flags,Class 3 <5>,424805,0,1000,0,1000,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,m3,,,,,Status,,,Y,G2,,AD2,STANDARD,0.0,SP_LIT0005_asRemVol
3694,SP,LIT0005,_asVol,LT_02SP,Emergency Storage Level Linked,Volume,REAL,AI,136,g30v5 32b Floating Point AI Flags,Class 3 <5>,424807,0,1000,0,1000,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,m3,,,,,Statistics,,,Y,G2,,AD2,STANDARD,0.0,SP_LIT0005_asVol
3695,SP,LIT0005,_dsAlmH,LT_02,Emergency Storage Level Linked,High Alarm,BOOL,DI,22,g1v2 Binary Input with Flags,Class 1 <1>,124801,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A1,Y,G2,Alarm Rationalisation.BRISBANE.Emergency_storage.High,A1,STANDARD,FALSE,SP_LIT0005_dsAlmH
3696,SP,LIT0005,_dsAlmL,LT_02,Emergency Storage Level Linked,Low Alarm,BOOL,DI,30,g1v2 Binary Input with Flags,Class 3 <5>,124802,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A5,Y,G2,Alarm Rationalisation.BRISBANE.Emergency_storage.Low,A5,STANDARD,FALSE,SP_LIT0005_dsAlmL
3697,SP,LIT0005,_dsBPV,LT_02,Emergency Storage Level Linked,Invalid Alarm,BOOL,DI,64,g1v2 Binary Input with Flags,Class 3 <5>,124803,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,G2,Alarm Rationalisation.BRISBANE.Emergency_storage.Invalid,A3,STANDARD,FALSE,SP_LIT0005_dsBPV
3718,SP,LIT0005,_krEngH,LT_02,Emergency Storage Level Linked,Max,REAL,AI,155,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,424901,0,100,0,100,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,%,Scaling,,,,Setpoints,,,Y,G2,,L3,STANDARD,100.0,SP_LIT0005_krEngH
3719,SP,LIT0005,_krEngL,LT_02,Emergency Storage Level Linked,Min,REAL,AI,164,g30v5 32b Floating Point AI Flags,Class 0 (static) <0>,424903,0,100,0,100,Percentage of Span <0>,2,Disabled <0>,Disabled <0>,,,,,,,%,Scaling,,,,Setpoints,,,Y,G2,,L3,STANDARD,0.0,SP_LIT0005_krEngL
3765,SP,LS0001,_asDur,ZS_01c,Surcharge Imminent,Duration,INT,AI,12,g30v2 16b Int AI Flags,Class 3 <5>,,0,3600,0,3600,Absolute <1>,10,Disabled <0>,Disabled <0>,,,,,,,Sec,,,,,Statistics,,,Y,Standard,,AD2B2,STANDARD,0,SP_LS0001_asDur
3768,SP,LS0001,_dsAct,ZS_01,Surcharge Imminent,Active,BOOL,DI,3,g1v2 Binary Input with Flags,Class 3 <5>,126001,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,ROOT,,A5,Y,Standard,Made up,A5,STANDARD,FALSE,SP_LS0001_dsAct
3769,SP,LS0001,_dsAlm,ZS_01,Surcharge Imminent,Alarm,BOOL,DI,11,g1v2 Binary Input with Flags,Class 1 <1>,126002,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A1,Y,Standard,Alarm Rationalisation.BRISBANE.Wet_well.Surcharge_imminent,A1,STANDARD,FALSE,SP_LS0001_dsAlm
3770,SP,LS0001,_dsEtrTest,ZS_01b,Surcharge Imminent,Electrode Test Failed,BOOL,DI,104,g1v2 Binary Input with Flags,Class 3 <5>,126003,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,Standard,Alarm Rationalisation.BRISBANE.Wet_well.Surcharge_elect_test_fail,A3,STANDARD,FALSE,SP_LS0001_dsEtrTest
3771,SP,LS0001,_dsFlt,ZS_01a,Surcharge Imminent,Fault,BOOL,DI,138,g1v2 Binary Input with Flags,Class 2 <3>,126004,,,,,Percentage of Span <0>,1,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A2,Y,Standard,Made up,A2,STANDARD,FALSE,SP_LS0001_dsFlt
3775,SP,LS0002,_dsAct,ZS_01,Wet Well High Level,Active,BOOL,DI,4,g1v2 Binary Input with Flags,Class 3 <5>,126201,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,ROOT,,A5,Y,Standard,Made up,A5,STANDARD,FALSE,SP_LS0002_dsAct
3776,SP,LS0002,_dsAlm,ZS_01,Wet Well High Level,Alarm,BOOL,DI,12,g1v2 Binary Input with Flags,Class 1 <1>,126202,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A1,Y,Standard,Alarm Rationalisation.BRISBANE.Wet_well.Surcharge_imminent,A1,STANDARD,FALSE,SP_LS0002_dsAlm
3777,SP,LS0002,_dsEtrTest,ZS_01b,Wet Well High Level,Electrode Test Failed,BOOL,DI,105,g1v2 Binary Input with Flags,Class 3 <5>,126203,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,Standard,Alarm Rationalisation.BRISBANE.Wet_well.Surcharge_elect_test_fail,A3,STANDARD,FALSE,SP_LS0002_dsEtrTest
3781,SP,LS0003,_dsAct,ZS_01,Manhole Surcharge Imminent,Active,BOOL,DI,5,g1v2 Binary Input with Flags,Class 3 <5>,127201,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,ROOT,,A5,Y,D,Made up,A5,STANDARD,FALSE,SP_LS0003_dsAct
3782,SP,LS0003,_dsAlm,ZS_01,Manhole Surcharge Imminent,Alarm,BOOL,DI,13,g1v2 Binary Input with Flags,Class 1 <1>,127202,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A1,Y,D,Alarm Rationalisation.BRISBANE.Sewage_pumping_station.Upstream_Manhole_Surcharge_Imm,A1,STANDARD,FALSE,SP_LS0003_dsAlm
3783,SP,LS0003,_dsEtrTest,ZS_01b,Manhole Surcharge Imminent,Electrode Test Failed,BOOL,DI,106,g1v2 Binary Input with Flags,Class 3 <5>,127203,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,D,Made up,A3,STANDARD,FALSE,SP_LS0003_dsEtrTest
3787,SP,LS0004,_dsAct,ZS_01,Valve Pit High Level,Active,BOOL,DI,6,g1v2 Binary Input with Flags,Class 3 <5>,127401,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,ROOT,,A5,Y,Q,Made up,A5,STANDARD,FALSE,SP_LS0004_dsAct
3788,SP,LS0004,_dsAlm,ZS_01,Valve Pit High Level,Alarm,BOOL,DI,14,g1v2 Binary Input with Flags,Class 3 <5>,127402,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,Q,Alarm Rationalisation.BRISBANE.Valve_pit.Pit_flooded_high,A4,STANDARD,FALSE,SP_LS0004_dsAlm
3789,SP,LS0004,_dsEtrTest,ZS_01b,Valve Pit High Level,Electrode Test Failed,BOOL,DI,107,g1v2 Binary Input with Flags,Class 3 <5>,127403,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A4,Y,Q,Alarm Rationalisation.BRISBANE.Valve_pit.Pit_flooded_electrode_test_fail,A4,STANDARD,FALSE,SP_LS0004_dsEtrTest
3793,SP,LS0005,_dsAct,ZS_01,Dry Well High Level Switch,Active,BOOL,DI,7,g1v2 Binary Input with Flags,Class 3 <5>,127601,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,ROOT,,A5,Y,E,Made up,A5,STANDARD,FALSE,SP_LS0005_dsAct
3794,SP,LS0005,_dsAlm,ZS_01,Dry Well High Level Switch,Alarm,BOOL,DI,15,g1v2 Binary Input with Flags,Class 3 <5>,127602,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,E,Alarm Rationalisation.BRISBANE.Sewage_pumping_station.Dry_well_flooded_high,A3,STANDARD,FALSE,SP_LS0005_dsAlm
3795,SP,LS0005,_dsEtrTest,ZS_01b,Dry Well High Level Switch,Electrode Test Failed,BOOL,DI,108,g1v2 Binary Input with Flags,Class 3 <5>,127603,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,Alarms,,A3,Y,E,Alarm Rationalisation.BRISBANE.Sewage_pumping_station.Dry_well_elect_high_test_failed,A3,STANDARD,FALSE,SP_LS0005_dsEtrTest
3799,SP,LS0006,_dsAct,ZS_01,Dry Well Surcharge Imminent Level,Active,BOOL,DI,8,g1v2 Binary Input with Flags,Class 3 <5>,127801,,,,,None <3>,,Disabled <0>,Disabled <0>,,,,,,,,,,,,ROOT,,A5,Y,E,Made up,A5,STANDARD,FALSE,SP_LS0006_dsAct
